guess,compare,ans
3826,1A1B,8476
2781,0A2B,8476
4618,0A3B,8476
4812,0A2B,8476
9427,1A1B,8476
2145,0A1B,8476
4571,1A1B,8476
4931,0A1B,8476
4963,0A2B,8476
2794,0A2B,8476
6714,0A3B,8476
9641,0A2B,8476
7624,0A3B,8476
2704,0A2B,8476
1507,0A1B,8476
0721,0A1B,8476
3071,1A0B,8476
5013,0A0B,8476
8310,1A0B,8476
0371,1A0B,8476
8370,2A0B,8476
8697,1A2B,8476
9267,0A2B,8476
7489,1A2B,8476
4687,0A4B,8476
7648,0A4B,8476
7864,0A4B,8476
6784,0A4B,8476
4768,0A4B,8476
6874,1A3B,8476
4678,1A3B,8476
7486,2A2B,8476
4786,1A3B,8476
8476,4A0B,8476
