guess,compare,ans
3946,0A1B,1032
7934,1A0B,1032
4319,0A2B,1032
0519,0A2B,1032
3921,0A3B,1032
2397,0A2B,1032
8763,0A1B,1032
6843,0A1B,1032
9684,0A0B,1032
4328,0A2B,1032
7023,1A2B,1032
2710,0A3B,1032
3721,0A3B,1032
3071,1A2B,1032
7312,1A2B,1032
3270,0A3B,1032
3052,2A1B,1032
5132,2A1B,1032
1372,2A1B,1032
2351,0A3B,1032
2537,1A1B,1032
2051,1A2B,1032
7502,1A1B,1032
7301,0A3B,1032
7051,1A1B,1032
5231,1A2B,1032
3712,1A2B,1032
1527,1A1B,1032
1053,2A1B,1032
0352,1A2B,1032
3051,1A2B,1032
1523,1A2B,1032
7231,1A2B,1032
1752,2A0B,1032
2370,0A3B,1032
7321,0A3B,1032
3170,0A3B,1032
1372,2A1B,1032
0137,1A2B,1032
1032,4A0B,1032
