guess,compare,ans
2354,0A2B,4587
2857,1A2B,4587
5821,0A2B,4587
8570,1A2B,4587
0975,0A2B,4587
3756,0A2B,4587
4973,1A1B,4587
7382,1A1B,4587
1307,1A0B,4587
3187,2A0B,4587
5134,0A2B,4587
7361,0A1B,4587
4371,1A1B,4587
4789,2A1B,4587
9480,1A1B,4587
0529,1A0B,4587
7950,0A2B,4587
9165,0A1B,4587
9215,0A1B,4587
1495,0A2B,4587
0481,1A1B,4587
8906,0A1B,4587
0496,0A1B,4587
4965,1A1B,4587
9836,0A1B,4587
6897,1A1B,4587
3891,0A1B,4587
1394,0A1B,4587
3918,0A1B,4587
8039,0A1B,4587
2930,0A0B,4587
8906,0A1B,4587
6048,0A2B,4587
1874,0A3B,4587
1574,1A2B,4587
6574,1A2B,4587
8675,0A3B,4587
8547,2A2B,4587
7458,0A4B,4587
4587,4A0B,4587
