guess,compare,ans
5120,0A1B,3675
0625,2A0B,3675
5327,0A3B,3675
7321,0A2B,3675
1638,1A1B,3675
0153,0A2B,3675
9507,0A2B,3675
0563,0A3B,3675
4305,1A1B,3675
3497,1A1B,3675
4386,0A2B,3675
3796,1A2B,3675
0936,0A2B,3675
0681,1A0B,3675
0178,1A0B,3675
1280,0A0B,3675
7809,0A1B,3675
9038,0A1B,3675
8349,0A1B,3675
8453,0A2B,3675
3795,2A1B,3675
7569,0A3B,3675
6594,0A2B,3675
9743,0A2B,3675
7564,0A3B,3675
5743,0A3B,3675
4957,0A2B,3675
4693,1A1B,3675
7534,0A3B,3675
3746,1A2B,3675
6547,0A3B,3675
6534,0A3B,3675
9653,1A2B,3675
7936,0A3B,3675
9436,0A2B,3675
9576,1A2B,3675
9564,0A2B,3675
5937,0A3B,3675
7534,0A3B,3675
3675,4A0B,3675
