guess,compare,ans
8065,0A2B,6289
4061,0A1B,6289
5601,0A1B,6289
1609,1A1B,6289
8460,0A2B,6289
2690,0A3B,6289
9160,0A2B,6289
6184,2A0B,6289
2619,1A2B,6289
0612,0A2B,6289
6924,1A2B,6289
4632,0A2B,6289
9134,0A1B,6289
9241,1A1B,6289
2718,0A2B,6289
1830,0A1B,6289
8120,0A2B,6289
5910,0A1B,6289
5193,0A1B,6289
2315,0A1B,6289
6135,1A0B,6289
4653,0A1B,6289
4263,1A1B,6289
2471,0A1B,6289
2671,0A2B,6289
5729,1A1B,6289
8705,0A1B,6289
5709,1A0B,6289
9576,0A2B,6289
9632,0A3B,6289
9036,0A2B,6289
9801,0A2B,6289
5789,2A0B,6289
2698,0A4B,6289
6928,1A3B,6289
2869,1A3B,6289
8926,0A4B,6289
8296,1A3B,6289
6298,2A2B,6289
6289,4A0B,6289
