guess,compare,ans
3648,1A0B,7690
8360,1A1B,7690
0298,1A1B,7690
1083,0A1B,7690
0213,0A1B,7690
0352,0A1B,7690
2065,0A2B,7690
8925,0A1B,7690
7985,1A1B,7690
4593,1A0B,7690
9341,0A1B,7690
4132,0A0B,7690
1984,0A1B,7690
8496,1A1B,7690
5978,0A2B,7690
8605,1A1B,7690
8597,1A1B,7690
0968,0A3B,7690
8650,2A0B,7690
6759,0A3B,7690
5876,0A2B,7690
0859,0A2B,7690
8670,2A1B,7690
7980,2A1B,7690
9678,1A2B,7690
9780,1A2B,7690
0687,1A2B,7690
8065,0A2B,7690
9768,0A3B,7690
8706,0A3B,7690
8096,1A2B,7690
5068,0A2B,7690
9857,0A2B,7690
5680,2A0B,7690
7985,1A1B,7690
9806,0A3B,7690
0867,0A3B,7690
6097,1A3B,7690
7690,4A0B,7690
