guess,compare,ans
8910,0A1B,2143
4091,0A2B,2143
5819,0A1B,2143
8109,1A0B,2143
9184,1A1B,2143
1583,1A1B,2143
4378,0A2B,2143
8632,0A2B,2143
2785,1A0B,2143
2708,1A0B,2143
7805,0A0B,2143
0273,1A1B,2143
2391,1A2B,2143
1349,1A2B,2143
1932,0A3B,2143
9413,1A2B,2143
3192,1A2B,2143
9236,0A2B,2143
1643,2A1B,2143
4632,0A3B,2143
2693,2A0B,2143
4136,1A2B,2143
4169,1A1B,2143
2936,1A1B,2143
3146,2A1B,2143
6342,1A2B,2143
3946,1A1B,2143
1492,0A3B,2143
2934,1A2B,2143
9312,0A3B,2143
1432,0A4B,2143
4213,1A3B,2143
1243,2A2B,2143
2143,4A0B,2143
