guess,compare,ans
3084,0A2B,6309
0362,1A2B,6309
3460,0A3B,6309
9304,2A1B,6309
4907,1A1B,6309
5037,0A2B,6309
7516,0A1B,6309
5261,0A1B,6309
2461,0A1B,6309
1234,0A1B,6309
6243,1A1B,6309
5834,0A1B,6309
5346,1A1B,6309
9846,0A2B,6309
7936,0A3B,6309
3947,0A2B,6309
7819,1A0B,6309
7894,0A1B,6309
4893,0A2B,6309
5829,1A0B,6309
9542,0A1B,6309
9572,0A1B,6309
9562,0A2B,6309
6357,2A0B,6309
4163,0A2B,6309
5648,0A1B,6309
5964,0A2B,6309
2639,1A2B,6309
3276,0A2B,6309
1286,0A1B,6309
5162,0A1B,6309
5617,0A1B,6309
7145,0A0B,6309
6975,1A1B,6309
8396,1A2B,6309
0968,0A3B,6309
6839,2A1B,6309
8096,0A3B,6309
6083,1A2B,6309
6309,4A0B,6309
