guess,compare,ans
8196,3A0B,8193
9136,1A2B,8193
9314,0A3B,8193
3459,0A2B,8193
9230,0A2B,8193
7238,0A2B,8193
8265,1A0B,8193
2165,1A0B,8193
3265,0A1B,8193
6250,0A0B,8193
2736,0A1B,8193
3827,0A2B,8193
7984,0A2B,8193
3714,0A2B,8193
9784,0A2B,8193
8143,3A0B,8193
4713,1A1B,8193
8394,2A1B,8193
8947,1A1B,8193
3971,0A3B,8193
8371,1A2B,8193
1937,0A3B,8193
7198,2A1B,8193
1873,1A2B,8193
1879,0A3B,8193
7914,0A2B,8193
9387,0A3B,8193
9187,1A2B,8193
8941,1A2B,8193
1947,0A2B,8193
8734,1A1B,8193
9471,0A2B,8193
1438,0A3B,8193
3198,2A2B,8193
1839,0A4B,8193
1398,1A3B,8193
9138,1A3B,8193
8193,4A0B,8193
