guess,compare,ans
7693,0A2B,2730
8716,1A0B,2730
0768,1A1B,2730
3698,0A1B,2730
1963,0A1B,2730
9263,0A2B,2730
3190,1A1B,2730
2490,2A0B,2730
1497,0A1B,2730
7894,0A1B,2730
8791,1A0B,2730
9487,0A1B,2730
7249,0A2B,2730
5734,2A0B,2730
6583,0A1B,2730
2368,1A1B,2730
2758,2A0B,2730
8230,2A1B,2730
0938,1A1B,2730
2138,2A0B,2730
6841,0A0B,2730
2930,3A0B,2730
9327,0A3B,2730
7532,1A2B,2730
9273,0A3B,2730
3925,0A2B,2730
9207,0A3B,2730
0752,1A2B,2730
5307,0A3B,2730
7032,1A3B,2730
2073,1A3B,2730
0372,0A4B,2730
3720,2A2B,2730
7320,1A3B,2730
2730,4A0B,2730
