guess,compare,ans
3586,1A1B,3802
3062,2A1B,3802
2307,1A2B,3802
4302,2A1B,3802
4312,1A1B,3802
0724,0A2B,3802
6304,1A1B,3802
8146,0A1B,3802
6817,1A0B,3802
1780,0A2B,3802
2867,1A1B,3802
2963,0A2B,3802
9657,0A0B,3802
1823,1A2B,3802
2483,0A3B,3802
4123,0A2B,3802
8301,1A2B,3802
1843,1A1B,3802
2084,0A3B,3802
4180,0A2B,3802
8321,0A3B,3802
3012,2A1B,3802
1802,3A0B,3802
2803,2A2B,3802
3028,1A3B,3802
8203,1A3B,3802
0823,1A3B,3802
3802,4A0B,3802
