guess,compare,ans
5874,1A0B,0379
8354,1A0B,0379
9453,0A2B,0379
7253,0A2B,0379
0283,1A1B,0379
3241,0A1B,0379
2934,0A2B,0379
1247,0A1B,0379
7143,0A2B,0379
6243,0A1B,0379
3412,0A1B,0379
7231,0A2B,0379
6301,1A1B,0379
1753,0A2B,0379
3427,0A2B,0379
2907,0A3B,0379
2904,0A2B,0379
3046,0A2B,0379
0689,2A0B,0379
8612,0A0B,0379
0793,1A3B,0379
0397,2A2B,0379
3097,0A4B,0379
9307,1A3B,0379
7390,1A3B,0379
0937,1A3B,0379
0379,4A0B,0379
