guess,compare,ans
8945,0A2B,2684
9830,0A1B,2684
9035,0A0B,2684
9138,0A1B,2684
6319,0A1B,2684
3912,0A1B,2684
9832,0A2B,2684
2687,3A0B,2684
1826,0A3B,2684
4816,0A3B,2684
1786,1A1B,2684
7246,0A3B,2684
2768,1A2B,2684
1728,0A2B,2684
6247,0A3B,2684
4712,0A2B,2684
2846,1A3B,2684
4268,0A4B,2684
4286,1A3B,2684
4682,2A2B,2684
6482,1A3B,2684
8642,1A3B,2684
2684,4A0B,2684
